"SETTLEMENT.DATE","CUSIP","SYMBOL","QUANTITY..FAILS.","DESCRIPTION","PRICE","GME Allocation","Total price"
20210208,"92206C599","VTHR",717,"VANGUARD RUSSELL 3000 ETF",182.33,"0.00%",130730.61
20210208,"92206C649","VTWV",6299,"VANGUARD RUSSELL 2000 VALUE ET",129.47,"0.09%",815531.53
20210208,"92206C664","VTWO",3910,"VANGUARD RUSSELL 2000 ETF",179.07,"0.04%",700163.7
20210208,"922908652","VXF",20792,"VANGUARD EXTENDED MARKET ETF",181.9,"0.02%",3782064.8
20210208,"922908751","VB",551,"VANGUARD SMALL-CAP ETF",211.94,"0.17%",116778.94
20210208,"922908769","VTI",38284,"VANGUARD TOTAL STOCK MARKET ET",204.11,"0.00%",7814147.24
20210209,"025072885","AVUS",2337,"AMERICAN CENTY ETF TR AVANTIS ",67.4,"0.02%",157513.8
20210209,"132061201","SYLD",1270,"CAMBRIA SHAREHOLDER YLD ETF",54.42,"0.48%",69113.4
20210209,"25460G815","RETL",1297,"DIREXION DAILY RETAIL BULL 3X ",147.99,"2.87%",191943.03
20210209,"26924G706","GAMR",356,"ETF MANAGERS TR WEDBUSH ETFMG ",90.91,"4.87%",32363.96
20210209,"33939L100","TILT",342,"FLEXSHARES TR",155.36,"0.04%",53133.12
20210209,"35473P876","FLQS",866,"FRANKLIN TEMPLETON ETF TR LIBE",35.87,"0.28%",31063.42
20210209,"36467W109","GME",22796,"GAMESTOP CORP (HLDG CO) CL A",60,NA,1367760
20210209,"381430602","GSSC",16474,"GOLDMAN SACHS ETF TR ACTIVEBET",63.2,"0.27%",1041156.8
20210209,"46137V183","EWSC",4650,"INVESCO",75.57,"0.54%",351400.5
20210209,"46137V480","XSVM",5814,"INVESCO S&P SMALLCAP VALUE WIT",41.73,"2.45%",242618.22
20210209,"46137V613","PRF",51,"INVESCO EXCHANGE-TRADED FD TR ",142.04,"0.44%",7244.04
20210209,"46138E180","PSCD",4139,"INVESCO S&P SMALLCAP CONSUMER ",101.54,"1.92%",420274.06
20210209,"46138E453","PBSM",22710,"INVESCO ETF TR II PUREBETA MSC",37.87,"0.07%",860027.7
20210209,"46138G664","RWJ",1073,"INVESCO EXCHANGE-TRADED FD TR ",99.23,"2.11%",106473.79
20210209,"46138J593","OMFS",88392,"INVESCO EXCHANGE-TRADED SELF-I",39.8,"0.15%",3518001.6
20210209,"46138J734","IUSS",54,"INVESCO EXCH-TRADED SELF INDX ",33.77,"1.25%",1823.58
20210209,"464287150","ITOT",3139,"ISHARES CORE S&P TOTAL U.S. ST",91.23,"0.01%",286370.97
20210209,"464287655","IWM",30030,"ISHARES RUSSELL 2000 ETF",227.31,"0.10%",6826119.3
20210209,"464287804","IJR",127330,"ISHARES CORE S&P SM CAP ETF",105.78,"0.28%",13468967.4
20210209,"464287879","IJS",2167,"ISHARES S&P SMALLCAP 600 VALUE",92.85,"0.30%",201205.95
20210209,"464287887","IJT",74,"ISHARES S&P SMALL CAP 600 GROW",132.33,"0.26%",9792.42
20210209,"464288570","DSI",68546,"ISHARES MSCI KLD 400 SOCIAL ET",75.17,"0.02%",5152602.82
20210209,"464288869","IWC",4323,"RUSSELL MICRO CAP ETF",152.08,"0.59%",657441.84
20210209,"46435U663","ESML",101830,"ISHARES ESG AWARE MSCI USA SMA",38.6,"0.18%",3930638
20210209,"46436E544","XJR",1534,"ISHARES TRESG SCREENED S&P SMA",37.94,"0.30%",58199.96
20210209,"46436E775","STSB",216,"ISHARES TR FACTORS US SMALL BL",47.38,"0.11%",10234.08
20210209,"46641Q290","BBSC",1906,"JP MORGAN EXC-TRD TR BETABUILD",66.66,"0.15%",127053.96
20210209,"67092P607","NUSC",79359,"NUVEEN ESG SMALL-CAP ETF",43.25,"0.30%",3432276.75
20210209,"74347R818","SAA",377,"PROSHARES ULTRA SMALLCAP600",141.67,"0.18%",53409.59
20210209,"74347X799","URTY",26,"PROSHARES TRUST PROSHRS ULTRAP",120.09,"0.05%",3122.34
20210209,"78464A128","VLU",18285,"SPDR S&P 1500 VALUE TILT ETF",130.7,"0.04%",2389849.5
20210209,"78464A201","SLYG",8,"SPDR S&P 600 SMALL CAP GROWTH ",88.55,"0.26%",708.4
20210209,"78464A714","XRT",108238,"SPDR SERIES TR SPDR S&P RETAIL",80.07,"3.44%",8666616.66
20210209,"78464A805","SPTM",507,"SPDR PORTFOLIO S&P 1500 COMPOS",48.4,"0.01%",24538.8
20210209,"78468R705","MMTM",173,"SPDR SER TR S&P 1500 MOMENTUM ",168.67,"0.02%",29179.91
20210209,"78468R853","SPSM",51438,"SPDR PORTFOLIO S&P 600 SMALL C",41.19,"0.29%",2118731.22
20210209,"808524102","SCHB",94,"SCHWAB STRATEGIC TR US BROAD M",96.22,"0.01%",9044.68
20210209,"808524771","FNDX",92,"SCHWAB FUNDAMENTAL U S LARGE C",48.36,"0.39%",4449.12
20210209,"87166N304","SSLY",260,"SYNTAX ETF TR STRATIFIED SMALL",50.53,"0.11%",13137.8
20210209,"886364405","SFYF",1186,"TIDAL ETF TR SOFI 50 ETF",31.31,"0.69%",37133.66
20210209,"921932794","VIOG",475,"VANGUARD S&P SMALL CAP 600 GRO",228.09,"1.78%",108342.75
20210209,"921932828","VIOO",1572,"VANGUARD S&P SMALL CAP 600 ETF",193.15,"0.12%",303631.8
20210209,"92204A108","VCR",19190,"VANGUARD CONSUMER DISCRETIONAR",300.39,"1.16%",5764484.1
20210209,"92206C599","VTHR",540,"VANGUARD RUSSELL 3000 ETF",183.66,"0.00%",99176.4
20210209,"92206C649","VTWV",319,"VANGUARD RUSSELL 2000 VALUE ET",132.73,"0.09%",42340.87
20210209,"92206C664","VTWO",51497,"VANGUARD RUSSELL 2000 ETF",183.57,"0.04%",9453304.29
20210209,"922908611","VBR",321,"VANGUARD SMALL-CAP VALUE ETF",156.84,"0.31%",50345.64
20210209,"922908652","VXF",16579,"VANGUARD EXTENDED MARKET ETF",185.21,"0.02%",3070596.59
20210209,"922908751","VB",886,"VANGUARD SMALL-CAP ETF",215.74,"0.17%",191145.64
20210209,"922908769","VTI",3745,"VANGUARD TOTAL STOCK MARKET ET",205.94,"0.00%",771245.3
20210210,"025072885","AVUS",1357,"AMERICAN CENTY ETF TR AVANTIS ",67.43,"0.02%",91502.51
20210210,"132061201","SYLD",1163,"CAMBRIA SHAREHOLDER YLD ETF",54.01,"0.48%",62813.63
20210210,"25460G815","RETL",764,"DIREXION DAILY RETAIL BULL 3X ",146.52,"2.87%",111941.28
20210210,"26924G706","GAMR",202,"ETF MANAGERS TR WEDBUSH ETFMG ",91.02,"4.87%",18386.04
20210210,"316092204","FDIS",36402,"FIDELITY COVINGTON TR MSCI CON",77.51,"0.13%",2821519.02
20210210,"33939L100","TILT",35,"FLEXSHARES TR",155.57,"0.04%",5444.95
20210210,"35473P876","FLQS",897,"FRANKLIN TEMPLETON ETF TR LIBE",36.2,"0.28%",32471.4
20210210,"36467W109","GME",99,"GAMESTOP CORP (HLDG CO) CL A",50.31,NA,4980.69
20210210,"381430602","GSSC",21638,"GOLDMAN SACHS ETF TR ACTIVEBET",63.63,"0.27%",1376825.94
20210210,"46137V183","EWSC",4217,"INVESCO",76.04,"0.54%",320660.68
20210210,"46137V480","XSVM",8513,"INVESCO S&P SMALLCAP VALUE WIT",41.68,"2.45%",354821.84
20210210,"46137V613","PRF",125,"INVESCO EXCHANGE-TRADED FD TR ",141.81,"0.44%",17726.25
20210210,"46138E180","PSCD",2864,"INVESCO S&P SMALLCAP CONSUMER ",101.4,"1.92%",290409.6
20210210,"46138E453","PBSM",23272,"INVESCO ETF TR II PUREBETA MSC",38.04,"0.07%",885266.88
20210210,"46138J593","OMFS",110771,"INVESCO EXCHANGE-TRADED SELF-I",40.11,"0.15%",4443024.81
20210210,"46138J734","IUSS",54,"INVESCO EXCH-TRADED SELF INDX ",33.7,"1.25%",1819.8
20210210,"464287150","ITOT",1041,"ISHARES CORE S&P TOTAL U.S. ST",91.33,"0.01%",95074.53
20210210,"464287655","IWM",692412,"ISHARES RUSSELL 2000 ETF",228.38,"0.10%",158133052.56
20210210,"464287804","IJR",182,"ISHARES CORE S&P SM CAP ETF",106.54,"0.28%",19390.28
20210210,"464287879","IJS",390,"ISHARES S&P SMALLCAP 600 VALUE",93.17,"0.30%",36336.3
20210210,"464288570","DSI",89124,"ISHARES MSCI KLD 400 SOCIAL ET",75.08,"0.02%",6691429.92
20210210,"464288869","IWC",45712,"RUSSELL MICRO CAP ETF",153.47,"0.59%",7015420.64
20210210,"46435U663","ESML",176555,"ISHARES ESG AWARE MSCI USA SMA",38.69,"0.18%",6830912.95
20210210,"46436E544","XJR",1414,"ISHARES TRESG SCREENED S&P SMA",38.19,"0.30%",54000.66
20210210,"46436E775","STSB",9283,"ISHARES TR FACTORS US SMALL BL",47.68,"0.11%",442613.44
20210210,"46641Q290","BBSC",1903,"JP MORGAN EXC-TRD TR BETABUILD",67.06,"0.15%",127615.18
20210210,"67092P607","NUSC",116,"NUVEEN ESG SMALL-CAP ETF",43.41,"0.30%",5035.56
20210210,"74347R818","SAA",539,"PROSHARES ULTRA SMALLCAP600",143.49,"0.18%",77341.11
20210210,"74347R842","UWM",9900,"PROSHARES ULTRA RUSSELL 2000",120.87,"0.07%",1196613
20210210,"74347X799","URTY",1513,"PROSHARES TRUST PROSHRS ULTRAP",121.87,"0.05%",184389.31
20210210,"78464A128","VLU",1198,"SPDR S&P 1500 VALUE TILT ETF",130.75,"0.04%",156638.5
20210210,"78464A201","SLYG",43,"SPDR S&P 600 SMALL CAP GROWTH ",89.46,"0.26%",3846.78
20210210,"78464A300","SLYV",37,"SPDR S&P 600 SMALL CAP VALUE E",75.82,"0.30%",2805.34
20210210,"78464A714","XRT",44834,"SPDR SERIES TR SPDR S&P RETAIL",79.64,"3.44%",3570579.76
20210210,"808524102","SCHB",63,"SCHWAB STRATEGIC TR US BROAD M",96.29,"0.01%",6066.27
20210210,"808524789","FNDB",219,"SCHWAB FUNDAMENTAL U S BROAD M",48.04,"0.35%",10520.76
20210210,"886364405","SFYF",3060,"TIDAL ETF TR SOFI 50 ETF",31.49,"0.69%",96359.4
20210210,"921932778","VIOV",850,"VANGUARD S&P SMALL CAP 600 VAL",160.86,"0.12%",136731
20210210,"921932794","VIOG",1675,"VANGUARD S&P SMALL CAP 600 GRO",230.59,"1.78%",386238.25
20210210,"92204A108","VCR",18378,"VANGUARD CONSUMER DISCRETIONAR",298.77,"1.16%",5490795.06
20210210,"92206C599","VTHR",258,"VANGUARD RUSSELL 3000 ETF",183.81,"0.00%",47422.98
20210210,"92206C649","VTWV",1419,"VANGUARD RUSSELL 2000 VALUE ET",133.22,"0.09%",189039.18
20210210,"92206C664","VTWO",206427,"VANGUARD RUSSELL 2000 ETF",184.44,"0.04%",38073395.88
20210210,"922908611","VBR",2,"VANGUARD SMALL-CAP VALUE ETF",157.08,"0.31%",314.16
20210210,"922908652","VXF",2090,"VANGUARD EXTENDED MARKET ETF",185.97,"0.02%",388677.3
20210210,"922908751","VB",2,"VANGUARD SMALL-CAP ETF",216.29,"0.17%",432.58
20210210,"922908769","VTI",6429,"VANGUARD TOTAL STOCK MARKET ET",206.02,"0.00%",1324502.58
20210211,"025072885","AVUS",475,"AMERICAN CENTY ETF TR AVANTIS ",67.43,"0.02%",32029.25
20210211,"26924G706","GAMR",2570,"ETF MANAGERS TR WEDBUSH ETFMG ",91.84,"4.87%",236028.8
20210211,"316092204","FDIS",2097,"FIDELITY COVINGTON TR MSCI CON",76.88,"0.13%",161217.36
20210211,"35473P876","FLQS",735,"FRANKLIN TEMPLETON ETF TR LIBE",35.98,"0.28%",26445.3
20210211,"36467W109","GME",1534,"GAMESTOP CORP (HLDG CO) CL A",51.2,NA,78540.8
20210211,"381430602","GSSC",1,"GOLDMAN SACHS ETF TR ACTIVEBET",63.15,"0.27%",63.15
20210211,"46137V480","XSVM",8893,"INVESCO S&P SMALLCAP VALUE WIT",41.65,"2.45%",370393.45
20210211,"46137V613","PRF",71,"INVESCO EXCHANGE-TRADED FD TR ",141.97,"0.44%",10079.87
20210211,"46138E180","PSCD",4245,"INVESCO S&P SMALLCAP CONSUMER ",101.63,"1.92%",431419.35
20210211,"46138E453","PBSM",25263,"INVESCO ETF TR II PUREBETA MSC",37.91,"0.07%",957720.33
20210211,"46138J593","OMFS",26737,"INVESCO EXCHANGE-TRADED SELF-I",39.9,"0.15%",1066806.3
20210211,"464287150","ITOT",329,"ISHARES CORE S&P TOTAL U.S. ST",91.3,"0.01%",30037.7
20210211,"464287630","IWN",16179,"ISHARES RUSSELL2000 VAL ETF",151.4,"0.21%",2449500.6
20210211,"464287655","IWM",5302,"ISHARES RUSSELL 2000 ETF",226.88,"0.10%",1202917.76
20210211,"464287804","IJR",5956,"ISHARES CORE S&P SM CAP ETF",106.18,"0.28%",632408.08
20210211,"464287887","IJT",290622,"ISHARES S&P SMALL CAP 600 GROW",132.86,"0.26%",38612038.92
20210211,"464288570","DSI",27,"ISHARES MSCI KLD 400 SOCIAL ET",74.99,"0.02%",2024.73
20210211,"464288869","IWC",55086,"RUSSELL MICRO CAP ETF",151.36,"0.59%",8337816.96
20210211,"46435U663","ESML",6690,"ISHARES ESG AWARE MSCI USA SMA",38.58,"0.18%",258100.2
20210211,"46436E544","XJR",1492,"ISHARES TRESG SCREENED S&P SMA",38.06,"0.30%",56785.52
20210211,"46436E775","STSB",247,"ISHARES TR FACTORS US SMALL BL",47.37,"0.11%",11700.39
20210211,"46641Q290","BBSC",1903,"JP MORGAN EXC-TRD TR BETABUILD",66.73,"0.15%",126987.19
20210211,"67092P607","NUSC",4228,"NUVEEN ESG SMALL-CAP ETF",43.37,"0.30%",183368.36
20210211,"74347R818","SAA",707,"PROSHARES ULTRA SMALLCAP600",142.57,"0.18%",100796.99
20210211,"74347R842","UWM",70,"PROSHARES ULTRA RUSSELL 2000",119.18,"0.07%",8342.6
20210211,"74347X294","HDG",6561,"PROSHARES TRUST - PROSHARES HE",52.57,"0.03%",344911.77
20210211,"78464A128","VLU",965,"SPDR S&P 1500 VALUE TILT ETF",130.9,"0.04%",126318.5
20210211,"78464A201","SLYG",3852,"SPDR S&P 600 SMALL CAP GROWTH ",88.86,"0.26%",342288.72
20210211,"78464A714","XRT",1712,"SPDR SERIES TR SPDR S&P RETAIL",79.58,"3.44%",136240.96
20210211,"78464A805","SPTM",420,"SPDR PORTFOLIO S&P 1500 COMPOS",48.34,"0.01%",20302.8
20210211,"78464A813","SLY",11443,"SPDR S&P 600 SMALL CAP ETF",91.81,"0.29%",1050581.83
20210211,"808524102","SCHB",702,"SCHWAB STRATEGIC TR US BROAD M",96.22,"0.01%",67546.44
20210211,"808524607","SCHA",1,"SCHWAB STRATEGIC TR US SMALL-C",101.44,"0.07%",101.44
20210211,"808524771","FNDX",293,"SCHWAB FUNDAMENTAL U S LARGE C",48.33,"0.39%",14160.69
20210211,"886364405","SFYF",8857,"TIDAL ETF TR SOFI 50 ETF",31.92,"0.69%",282715.44
20210211,"921932778","VIOV",90,"VANGUARD S&P SMALL CAP 600 VAL",160.91,"0.12%",14481.9
20210211,"921932794","VIOG",30124,"VANGUARD S&P SMALL CAP 600 GRO",228.76,"1.78%",6891166.24
20210211,"921932828","VIOO",344,"VANGUARD S&P SMALL CAP 600 ETF",193.81,"0.12%",66670.64
20210211,"92204A108","VCR",1,"VANGUARD CONSUMER DISCRETIONAR",296.67,"1.16%",296.67
20210211,"92206C599","VTHR",543,"VANGUARD RUSSELL 3000 ETF",183.67,"0.00%",99732.81
20210211,"92206C649","VTWV",3058,"VANGUARD RUSSELL 2000 VALUE ET",132.6,"0.09%",405490.8
20210211,"92206C664","VTWO",14979,"VANGUARD RUSSELL 2000 ETF",183.23,"0.04%",2744602.17
20210211,"922908652","VXF",11141,"VANGUARD EXTENDED MARKET ETF",185.92,"0.02%",2071334.72
20210211,"922908751","VB",1569,"VANGUARD SMALL-CAP ETF",215.9,"0.17%",338747.1
20210211,"922908769","VTI",3710,"VANGUARD TOTAL STOCK MARKET ET",205.93,"0.00%",764000.3
20210212,"025072885","AVUS",97,"AMERICAN CENTY ETF TR AVANTIS ",67.48,"0.02%",6545.56
20210212,"132061201","SYLD",184,"CAMBRIA SHAREHOLDER YLD ETF",54.24,"0.48%",9980.16
20210212,"25460G815","RETL",721,"DIREXION DAILY RETAIL BULL 3X ",147.75,"2.87%",106527.75
20210212,"26924G706","GAMR",1971,"ETF MANAGERS TR WEDBUSH ETFMG ",93.11,"4.87%",183519.81
20210212,"30151E673","NVQ",100,"EXCHANGE LISTED FDS TR QRAFT A",30.19,"0.25%",3019
20210212,"316092204","FDIS",10409,"FIDELITY COVINGTON TR MSCI CON",76.84,"0.13%",799827.56
20210212,"35473P876","FLQS",721,"FRANKLIN TEMPLETON ETF TR LIBE",36.11,"0.28%",26035.31
20210212,"36467W109","GME",15102,"GAMESTOP CORP (HLDG CO) CL A",51.1,NA,771712.2
20210212,"381430602","GSSC",20,"GOLDMAN SACHS ETF TR ACTIVEBET",63,"0.27%",1260
20210212,"46137V183","EWSC",1029,"INVESCO",76.05,"0.54%",78255.45
20210212,"46137V480","XSVM",10552,"INVESCO S&P SMALLCAP VALUE WIT",41.9,"2.45%",442128.8
20210212,"46138E180","PSCD",2599,"INVESCO S&P SMALLCAP CONSUMER ",102.19,"1.92%",265591.81
20210212,"46138E453","PBSM",5531,"INVESCO ETF TR II PUREBETA MSC",38.04,"0.07%",210399.24
20210212,"46138G664","RWJ",1505,"INVESCO EXCHANGE-TRADED FD TR ",98.92,"2.11%",148874.6
20210212,"46138J593","OMFS",43486,"INVESCO EXCHANGE-TRADED SELF-I",39.83,"0.15%",1732047.38
20210212,"464287150","ITOT",653,"ISHARES CORE S&P TOTAL U.S. ST",91.51,"0.01%",59756.03
20210212,"464287630","IWN",10935,"ISHARES RUSSELL2000 VAL ETF",151.31,"0.21%",1654574.85
20210212,"464287655","IWM",4550,"ISHARES RUSSELL 2000 ETF",226.62,"0.10%",1031121
20210212,"464287879","IJS",6,"ISHARES S&P SMALLCAP 600 VALUE",93.28,"0.30%",559.68
20210212,"464287887","IJT",2473,"ISHARES S&P SMALL CAP 600 GROW",133.28,"0.26%",329601.44
20210212,"464288570","DSI",62,"ISHARES MSCI KLD 400 SOCIAL ET",75.36,"0.02%",4672.32
20210212,"464288869","IWC",35012,"RUSSELL MICRO CAP ETF",150.73,"0.59%",5277358.76
20210212,"46435U663","ESML",3152,"ISHARES ESG AWARE MSCI USA SMA",38.7,"0.18%",121982.4
20210212,"46436E544","XJR",1337,"ISHARES TRESG SCREENED S&P SMA",38.17,"0.30%",51033.29
20210212,"46436E775","STSB",244,"ISHARES TR FACTORS US SMALL BL",47.46,"0.11%",11580.24
20210212,"46641Q290","BBSC",1975,"JP MORGAN EXC-TRD TR BETABUILD",66.71,"0.15%",131752.25
20210212,"67092P607","NUSC",61,"NUVEEN ESG SMALL-CAP ETF",43.42,"0.30%",2648.62
20210212,"74347R842","UWM",208,"PROSHARES ULTRA RUSSELL 2000",118.87,"0.07%",24724.96
20210212,"74347X294","HDG",5976,"PROSHARES TRUST - PROSHARES HE",52.59,"0.03%",314277.84
20210212,"78464A128","VLU",945,"SPDR S&P 1500 VALUE TILT ETF",130.66,"0.04%",123473.7
20210212,"78464A201","SLYG",106,"SPDR S&P 600 SMALL CAP GROWTH ",89.19,"0.26%",9454.14
20210212,"78464A300","SLYV",87,"SPDR S&P 600 SMALL CAP VALUE E",75.97,"0.30%",6609.39
20210212,"78464A714","XRT",44278,"SPDR SERIES TR SPDR S&P RETAIL",80.01,"3.44%",3542682.78
20210212,"78464A805","SPTM",579,"SPDR PORTFOLIO S&P 1500 COMPOS",48.47,"0.01%",28064.13
20210212,"808524102","SCHB",156,"SCHWAB STRATEGIC TR US BROAD M",96.48,"0.01%",15050.88
20210212,"808524607","SCHA",47,"SCHWAB STRATEGIC TR US SMALL-C",101.65,"0.07%",4777.55
20210212,"808524771","FNDX",7022,"SCHWAB FUNDAMENTAL U S LARGE C",48.25,"0.39%",338811.5
20210212,"87166N304","SSLY",200,"SYNTAX ETF TR STRATIFIED SMALL",50.8,"0.11%",10160
20210212,"886364405","SFYF",842,"TIDAL ETF TR SOFI 50 ETF",31.55,"0.69%",26565.1
20210212,"921932794","VIOG",9062,"VANGUARD S&P SMALL CAP 600 GRO",229.79,"1.78%",2082356.98
20210212,"921932828","VIOO",618,"VANGUARD S&P SMALL CAP 600 ETF",194.32,"0.12%",120089.76
20210212,"92204A108","VCR",97,"VANGUARD CONSUMER DISCRETIONAR",296.67,"1.16%",28776.99
20210212,"92206C649","VTWV",5111,"VANGUARD RUSSELL 2000 VALUE ET",132.52,"0.09%",677309.72
20210212,"92206C664","VTWO",281,"VANGUARD RUSSELL 2000 ETF",183.06,"0.04%",51439.86
20210212,"922908611","VBR",1003,"VANGUARD SMALL-CAP VALUE ETF",157.37,"0.31%",157842.11
20210212,"922908652","VXF",13504,"VANGUARD EXTENDED MARKET ETF",186.7,"0.02%",2521196.8
20210212,"922908751","VB",704,"VANGUARD SMALL-CAP ETF",216.77,"0.17%",152606.08
20210216,"025072885","AVUS",11349,"AMERICAN CENTY ETF TR AVANTIS ",67.95,"0.02%",771164.55
20210216,"132061201","SYLD",270,"CAMBRIA SHAREHOLDER YLD ETF",54.63,"0.48%",14750.1
20210216,"30151E673","NVQ",100,"EXCHANGE LISTED FDS TR QRAFT A",30.48,"0.25%",3048
20210216,"316092204","FDIS",28128,"FIDELITY COVINGTON TR MSCI CON",76.98,"0.13%",2165293.44
20210216,"35473P876","FLQS",724,"FRANKLIN TEMPLETON ETF TR LIBE",36.2,"0.28%",26208.8
20210216,"36467W109","GME",5218,"GAMESTOP CORP (HLDG CO) CL A",52.4,NA,273423.2
20210216,"381430602","GSSC",162,"GOLDMAN SACHS ETF TR ACTIVEBET",63.37,"0.27%",10265.94
20210216,"46137V183","EWSC",1094,"INVESCO",76.31,"0.54%",83483.14
20210216,"46137V480","XSVM",4619,"INVESCO S&P SMALLCAP VALUE WIT",41.84,"2.45%",193258.96
20210216,"46137V613","PRF",1137,"INVESCO EXCHANGE-TRADED FD TR ",142.61,"0.44%",162147.57
20210216,"46138E180","PSCD",2342,"INVESCO S&P SMALLCAP CONSUMER ",101.81,"1.92%",238439.02
20210216,"46138E453","PBSM",1206,"INVESCO ETF TR II PUREBETA MSC",38.18,"0.07%",46045.08
20210216,"46138G664","RWJ",254,"INVESCO EXCHANGE-TRADED FD TR ",99.49,"2.11%",25270.46
20210216,"46138J593","OMFS",17434,"INVESCO EXCHANGE-TRADED SELF-I",40.08,"0.15%",698754.72
20210216,"464287150","ITOT",869,"ISHARES CORE S&P TOTAL U.S. ST",91.89,"0.01%",79852.41
20210216,"464287630","IWN",10303,"ISHARES RUSSELL2000 VAL ETF",151.96,"0.21%",1565643.88
20210216,"464287655","IWM",503500,"ISHARES RUSSELL 2000 ETF",227.26,"0.10%",114425410
20210216,"464287804","IJR",9301,"ISHARES CORE S&P SM CAP ETF",106.63,"0.28%",991765.63
20210216,"464287879","IJS",46,"ISHARES S&P SMALLCAP 600 VALUE",93.56,"0.30%",4303.76
20210216,"464287887","IJT",7367,"ISHARES S&P SMALL CAP 600 GROW",133.54,"0.26%",983789.18
20210216,"464288869","IWC",45882,"RUSSELL MICRO CAP ETF",151.74,"0.59%",6962134.68
20210216,"46435U663","ESML",3908,"ISHARES ESG AWARE MSCI USA SMA",38.84,"0.18%",151786.72
20210216,"46436E544","XJR",632,"ISHARES TRESG SCREENED S&P SMA",38.26,"0.30%",24180.32
20210216,"46436E775","STSB",116,"ISHARES TR FACTORS US SMALL BL",47.61,"0.11%",5522.76
20210216,"46641Q290","BBSC",2079,"JP MORGAN EXC-TRD TR BETABUILD",66.91,"0.15%",139105.89
20210216,"67092P607","NUSC",15618,"NUVEEN ESG SMALL-CAP ETF",43.51,"0.30%",679539.18
20210216,"74347R842","UWM",23889,"PROSHARES ULTRA RUSSELL 2000",119.74,"0.07%",2860468.86
20210216,"74347X294","HDG",5030,"PROSHARES TRUST - PROSHARES HE",52.67,"0.03%",264930.1
20210216,"74347X799","URTY",1175,"PROSHARES TRUST PROSHRS ULTRAP",119.98,"0.05%",140976.5
20210216,"78464A128","VLU",925,"SPDR S&P 1500 VALUE TILT ETF",131.54,"0.04%",121674.5
20210216,"78464A201","SLYG",1163,"SPDR S&P 600 SMALL CAP GROWTH ",89.44,"0.26%",104018.72
20210216,"78464A714","XRT",120072,"SPDR SERIES TR SPDR S&P RETAIL",80.01,"3.44%",9606960.72
20210216,"78464A813","SLY",18210,"SPDR S&P 600 SMALL CAP ETF",92.32,"0.29%",1681147.2
20210216,"78468R853","SPSM",3,"SPDR PORTFOLIO S&P 600 SMALL C",41.53,"0.29%",124.59
20210216,"808524771","FNDX",3921,"SCHWAB FUNDAMENTAL U S LARGE C",48.51,"0.39%",190207.71
20210216,"87166N304","SSLY",216,"SYNTAX ETF TR STRATIFIED SMALL",50.89,"0.11%",10992.24
20210216,"886364405","SFYF",269,"TIDAL ETF TR SOFI 50 ETF",31.41,"0.69%",8449.29
20210216,"921932778","VIOV",15,"VANGUARD S&P SMALL CAP 600 VAL",161.46,"0.12%",2421.9
20210216,"921932794","VIOG",7603,"VANGUARD S&P SMALL CAP 600 GRO",230.24,"1.78%",1750514.72
20210216,"921932828","VIOO",1,"VANGUARD S&P SMALL CAP 600 ETF",194.88,"0.12%",194.88
20210216,"92206C599","VTHR",323,"VANGUARD RUSSELL 3000 ETF",185.14,"0.00%",59800.22
20210216,"92206C649","VTWV",2,"VANGUARD RUSSELL 2000 VALUE ET",133.18,"0.09%",266.36
20210216,"92206C664","VTWO",35520,"VANGUARD RUSSELL 2000 ETF",183.55,"0.04%",6519696
20210216,"922908611","VBR",48379,"VANGUARD SMALL-CAP VALUE ETF",157.97,"0.31%",7642430.63
20210216,"922908652","VXF",745,"VANGUARD EXTENDED MARKET ETF",187.63,"0.02%",139784.35
20210216,"922908751","VB",291,"VANGUARD SMALL-CAP ETF",217.9,"0.17%",63408.9
20210216,"922908769","VTI",1020,"VANGUARD TOTAL STOCK MARKET ET",207.49,"0.00%",211639.8
20210217,"025072885","AVUS",1270,"AMERICAN CENTY ETF TR AVANTIS ",67.94,"0.02%",86283.8
20210217,"132061201","SYLD",270,"CAMBRIA SHAREHOLDER YLD ETF",55.08,"0.48%",14871.6
20210217,"30151E673","NVQ",103,"EXCHANGE LISTED FDS TR QRAFT A",30.3,"0.25%",3120.9
20210217,"316092204","FDIS",33011,"FIDELITY COVINGTON TR MSCI CON",76.63,"0.13%",2529632.93
20210217,"33939L100","TILT",1,"FLEXSHARES TR",156.56,"0.04%",156.56
20210217,"35473P876","FLQS",133,"FRANKLIN TEMPLETON ETF TR LIBE",35.91,"0.28%",4776.03
20210217,"36467W109","GME",52861,"GAMESTOP CORP (HLDG CO) CL A",49.51,NA,2617148.11
20210217,"46137V183","EWSC",1980,"INVESCO",76.5,"0.54%",151470
20210217,"46137V480","XSVM",2156,"INVESCO S&P SMALLCAP VALUE WIT",41.75,"2.45%",90013
20210217,"46138E180","PSCD",3010,"INVESCO S&P SMALLCAP CONSUMER ",100.3,"1.92%",301903
20210217,"46138E453","PBSM",1272,"INVESCO ETF TR II PUREBETA MSC",38.09,"0.07%",48450.48
20210217,"46138J593","OMFS",18658,"INVESCO EXCHANGE-TRADED SELF-I",39.82,"0.15%",742961.56
20210217,"46138J734","IUSS",282,"INVESCO EXCH-TRADED SELF INDX ",34.05,"1.25%",9602.1
20210217,"464287150","ITOT",2458,"ISHARES CORE S&P TOTAL U.S. ST",91.82,"0.01%",225693.56
